id,name,age,city
0,0.003010205515467823,0.6750517202854326,0.1533225184055571
1,0.05357772518731663,0.25397542464131884,0.7580223515535327
2,0.4694719790383116,0.18959259574908416,0.9516125896775803
3,0.0844767969809822,0.7538153298541033,0.1302258940240233
4,0.766819374435055,0.6602780597855592,0.2594147069785602
5,0.6537572611404616,0.6771852317146324,0.12459127388470514
6,0.359127523481791,0.07090673970763062,0.7198705941954685
7,0.17053725711861956,0.9975060446584941,0.01535011018885446
8,0.3742070837659688,0.30365268226508224,0.4161615831614276
9,0.8820372765927874,0.2520909624667955,0.7493393991964231
10,0.3348728167103203,0.5305740013368746,0.67985514625851
11,0.6518255788627328,0.48108330517205444,0.27693781288984554
12,0.8512531494365424,0.741656219131057,0.8010019880506123
13,0.06964584333347046,0.0071211096797978435,0.7126014990707437
14,0.9617228508334006,0.09640884394487836,0.491433096976722
15,0.8724703497367171,0.3800800494455365,0.6113000615116864
16,0.3961232313108639,0.49479999136552544,0.5885741315871247
17,0.9964103027123027,0.723446606777148,0.6747749246003987
18,0.9795931657813004,0.7177276417837251,0.7114954362554912
19,0.12249488564821243,0.4534744854546724,0.1829886149639266
20,0.2169111141963188,0.29012335276002166,0.4394383329526229
21,0.6193374071865975,0.6559495172680355,0.40691101358321535
22,0.7431061715735695,0.9516928162729233,0.6383915911358744
23,0.6113384321948935,0.5036390191785274,0.9518440324347529
24,0.31787982359970324,0.7810003295038229,0.5949281102647506
25,0.6842417192471046,0.3803051031402497,0.8072790411656522
26,0.8459496921053365,0.6535781071506336,0.9333090099784609
27,0.9700701275629777,0.0921700746995836,0.9853976980772531
28,0.6661660570971061,0.5063273005095037,0.7923038844162881
29,0.41162741638000544,0.19174409165720885,0.5702788542732785
30,0.9233727000271135,0.731531065801104,0.14693361675274386
31,0.8543095676000909,0.9540224456219596,0.5950569519650586
32,0.11630659049933278,0.14880519138455495,0.3837955585445052
33,0.6353242371659128,0.8249890815767887,0.34117255173171146
34,0.9465770010355324,0.1359102963398332,0.13772792950126322
35,0.7439171042346419,0.0738060140341521,0.9018490146864033
36,0.8040429229293868,0.5952442091632473,0.48704920979518695
37,0.19924361689113557,0.0026502748575214508,0.542145425574223
38,0.21397828875522484,0.5604928490130752,0.7480899161371136
